Belgium,181
Czech Republic,41
Netherlands,153
Azerbaijan,117
Hungary,108
Italy,124
Isreal,135
Bulgaria,307
Sweden,261
Germany,11
France,257
Poland,229
Australia,511
Cyprus,96
Serbia,115
Lithuania,200
Croatia,73
Russia,491
Spain,77
Latvia,132
Ukraine,534
Malta,153
Georgia,104
Austria,151
United Kingdom,62
Armenia,249
