Slovenia,39
France,4
Israel,97
Estonia,106
United Kingdom,5
Armenia,34
Lithuania,30
Serbia,53
Norway,102
Sweden,365
Cyprus,11
Australia,196
Belgium,217
Austria,0
Greece,23
Montenegro,44
Germany,0
Poland,10
Latvia,186
Romania,35
Spain,15
Hungary,19
Georgia,51
Azerbaijan,49
Russia,303
Albania,34
Italy,292
